C1=CC=C(C=C1)C(CN)O	[Compound(1000)]	2-amino-1-phenylethanol
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H]([C@@]4(C)CO)O)C)C	[Compound(44263321)]	(3S,4R,5R,10S,13R,14R,17R)-4-(hydroxymethyl)-4,10,13-trimethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,3,5,6,7,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O[C@H]4[C@H]([C@H](O[C@H]([C@@H]4O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O)CO)CO)O)CO)O)O)O	[Compound(44263856)]	N-[(2S,3R,4R,5S,6R)-2-[(2R,3S,4S,5R,6S)-3,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-yl]oxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl]acetamide
C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O)O	[Compound(44263859)]	(2R,3S,4S,5S,6S)-2-(hydroxymethyl)-6-[[(2R,3R,4S,5S)-3,5,6-trihydroxy-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol
C[C@H]1[C@H]([C@H]([C@@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2OC3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)NC(=O)C)O[C@H]([C@H](CO)NC(=O)C)[C@H]([C@@H](CO)O)O)CO)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)O	[Compound(44263866)]	N-[(3R,4R,5R,6R)-2-[(3R,4R,5S,6R)-3-acetamido-5-[(3S,4R,5S,6S)-3-[(3R,4R,5R,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-methyloxan-2-yl]oxy-2-[(2S,3R,4S,5R)-2-acetamido-1,4,5,6-tetrahydroxyhexan-3-yl]oxy-6-(hydroxymethyl)oxan-4-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)OC[C@H]([C@@H]([C@@H]([C@H](CO)NC(=O)C)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)O)NC(=O)C)O)O)CO)CO)O)O	[Compound(44263867)]	N-[(3R,4R,5R,6R)-2-[(2R,3S,4R,5R)-5-acetamido-6-[(2R,3S,4R,5S)-5-acetamido-4-[(3R,4R,5S,6R)-3-acetamido-5-[(3R,4R,5R,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,6-trihydroxyhexoxy]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide
C[C@H]1[C@H]([C@H]([C@@H](C(O1)OC[C@H]([C@@H]([C@@H]([C@H](CO)NC(=O)C)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OC3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)O)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)NC(=O)C)OC5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)OC6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)NC(=O)C)NC(=O)C)NC(=O)C)O)O)O)O)O	[Compound(44263869)]	N-[(3R,4R,5R,6R)-2-[(3R,4R,5R,6R)-3-acetamido-2-[(3R,4R,5S,6R)-3-acetamido-5-[(3S,4R,5S,6S)-3-[(3R,4R,5R,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-methyloxan-2-yl]oxy-2-[(2S,3R,4S,5R)-2-acetamido-1,4,5-trihydroxy-6-[(3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyhexan-3-yl]oxy-6-(hydroxymethyl)oxan-4-yl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide
CN1CCCC[C@H]1C[C@@H](C2=CC=CC=C2)O	[Compound(442657)]	(1S)-2-[(2S)-1-methylpiperidin-2-yl]-1-phenylethanol
C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O	[Compound(442664)]	5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one
C1C2=C(C3=C(O1)C=C(C=C3)O)OC4=C2C=CC(=C4)O	[Compound(442667)]	6H-[1]benzofuro[3,2-c]chromene-3,9-diol
C1[C@H]([C@@H](OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)[C@H]4[C@@H]5[C@H](C6=C(C(=C(C(=C6C(=O)O5)C7=C(C(=C(C=C7C(=O)O4)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O	[Compound(442673)]	[(10R,11R)-10-[(14R,15S,19S)-2,3,4,7,8,9,19-heptahydroxy-12,17-dioxo-13,16-dioxatetracyclo[13.3.1.05,18.06,11]nonadeca-1,3,5(18),6,8,10-hexaen-14-yl]-3,4,5,17,18,19-hexahydroxy-8,14-dioxo-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-11-yl] 3,4,5-trihydroxybenzoate
C1[C@@H]2[C@@H]3[C@@H]([C@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5[C@H]([C@@H](C(=O)O3)CC(=O)O)[C@@H](C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O	[Compound(442674)]	2-[(4R,5S,7R,25S,26R,29S,30S,31S)-13,14,15,18,19,20,31,35,36-nonahydroxy-2,10,23,28,32-pentaoxo-5-(3,4,5-trihydroxybenzoyl)oxy-3,6,9,24,27,33-hexaoxaheptacyclo[28.7.1.04,25.07,26.011,16.017,22.034,38]octatriaconta-1(37),11,13,15,17,19,21,34(38),35-nonaen-29-yl]acetic acid
C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O	[Compound(442678)]	[(2R,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2R,3R,4R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate
C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=C3C(=CC5=C4[C@H](CC(=O)O5)C6=CC(=C(C=C6)O)O)O)C7=CC(=C(C=C7)O)O)O)O)O)C8=CC(=C(C=C8)O)O)O	[Compound(442686)]	(2R,3R,4S,10R)-2,10-bis(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-8-yl]-3,5-dihydroxy-3,4,9,10-tetrahydro-2H-pyrano[2,3-h]chromen-8-one
COC1=CC2=C3C(=C1)C=CC4=CC(=C(C(=C43)CO2)OC)O	[Compound(442693)]	5,13-dimethoxy-2-oxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4(16),5,7,9,11,13-heptaen-6-ol
C1=CC(=CC=C1[C@H]2[C@@H]3[C@H]([C@@H](C4=C(C=C(C=C4O)O)[C@H]5[C@@H](OC6=CC(=CC3=C56)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C2C(=CC(=C9)O)O)O	[Compound(442696)]	(2S,3R,10R,11R,18R,19R)-3,11,19-tris(4-hydroxyphenyl)-20-oxahexacyclo[16.6.1.02,10.04,9.012,17.021,25]pentacosa-1(25),4(9),5,7,12(17),13,15,21,23-nonaene-5,7,13,15,23-pentol
CC(C)[C@H]1C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)N)C(=O)N[C@@H](C(C)O)C(=O)N	[Compound(44270249)]	(4R,7S,10R,13S,16R,19S)-10-(4-aminobutyl)-N-[(2S)-1-amino-3-hydroxy-1-oxobutan-2-yl]-19-[[(2R)-2-amino-3-naphthalen-2-ylpropanoyl]amino]-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-7-propan-2-yl-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carboxamide
COC1=CC(=CC2=C1C3=C(CC2)C=CC=C3O)O	[Compound(442705)]	4-methoxy-9,10-dihydrophenanthrene-2,5-diol
CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C(=C(C=C3C2=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)O	[Compound(442725)]	1,7-dihydroxy-2,8-dimethoxy-6-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyanthracene-9,10-dione
CC1(CCC2=C(O1)C(=O)C3=C(C2=O)C=CC=C3OC)C	[Compound(442754)]	9-methoxy-2,2-dimethyl-3,4-dihydrobenzo[g]chromene-5,10-dione
C[C@@H]1[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC(=O)C1=C)(C)O)C	[Compound(442764)]	(1R,5R,6R,7R,17R)-7-hydroxy-5,6,7-trimethyl-4-methylidene-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione
COC1=C(C=C2C(=CC(=O)OC2=C1)C3=CC=CC=C3)O	[Compound(442768)]	6-hydroxy-7-methoxy-4-phenylchromen-2-one
CC(=O)OC1=C(C=C(C=C1)[C@H](C=C)OC(=O)C)OC	[Compound(442775)]	[4-[(1S)-1-acetyloxyprop-2-enyl]-2-methoxyphenyl] acetate
CCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O	[Compound(442793)]	(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
CO[C@@H]1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F	[Compound(44279790)]	4-amino-5-chloro-N-[(3R)-1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl]-2-methoxybenzamide
CC1(C=CC2=C(O1)C=C(C3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)O)C	[Compound(442826)]	(1S,14S)-11-hydroxy-17,18-dimethoxy-7,7-dimethyl-2,8,21-trioxapentacyclo[12.8.0.03,12.04,9.015,20]docosa-3(12),4(9),5,10,15,17,19-heptaen-13-one
C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6	[Compound(442827)]	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(1R,12R)-5,7,11,19-tetraoxapentacyclo[10.8.0.02,10.04,8.013,18]icosa-2,4(8),9,13(18),14,16-hexaen-16-yl]oxy]oxane-3,4,5-triol
C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=C(C=C4)O	[Compound(44285)]	chrysen-3-ol
C1C(OC2=C(O1)C=C3C4=CC=CC=C4NC(=O)C3=C2)CC5=CC=C(C=C5)O	[Compound(442851)]	9-[(4-hydroxyphenyl)methyl]-9,10-dihydro-5H-[1,4]dioxino[2,3-j]phenanthridin-6-one
CC(=O)O[C@H]1CCC2=CC(=C(C=C2)OC)C3=C(C=CC(=C3)CC[C@H]4C[C@H]5CCC[C@H](C1)N5CO4)O	[Compound(442864)]	[(9S,13R,17R,19S)-3-hydroxy-25-methoxy-10-oxa-12-azapentacyclo[20.3.1.12,6.19,13.012,17]octacosa-1(25),2,4,6(28),22(26),23-hexaen-19-yl] acetate
CN1CCCC1C2=C3C(=C(C(=C2O)OC)O)C(=O)C=C(O3)C4=CC=C(C=C4)O	[Compound(442868)]	5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methoxy-8-(1-methylpyrrolidin-2-yl)chromen-4-one
CN1C=NC=C1C[C@H]2COC(=O)[C@H]2[C@H](C3=CC=CC=C3)O	[Compound(442869)]	(3R,4R)-3-[(R)-hydroxy(phenyl)methyl]-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one
CC1=C(C=C2C(=C1OC)COCCNC2=O)OCC=C(C)C	[Compound(442871)]	10-methoxy-9-methyl-8-(3-methylbut-2-enoxy)-1,3,4,5-tetrahydro-2,5-benzoxazocin-6-one
C[C@@H]1[C@H]([C@@H](O[C@H]1C2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)OCO5)C	[Compound(442873)]	5-[(2R,3R,4R,5R)-5-(1,3-benzodioxol-5-yl)-3,4-dimethyloxolan-2-yl]-1,3-benzodioxole
CC(C)([C@H]1CC2=C(O1)N(C3=C(C2=O)C=CC=C3OC)C)O	[Compound(442888)]	(2R)-2-(2-hydroxypropan-2-yl)-8-methoxy-9-methyl-2,3-dihydrofuro[2,3-b]quinolin-4-one
C1CC2=NC3=CC=CC=C3CN2C1	[Compound(442894)]	1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline
C[C@@H]1[C@H](C2=C(C=C1C)C(=CC(=C2OC)OC)OC)C3=CC(=C(C=C3OC)OC)OC	[Compound(442896)]	(1S,2R)-5,7,8-trimethoxy-2,3-dimethyl-1-(2,4,5-trimethoxyphenyl)-1,2-dihydronaphthalene
CC(CO)(C1CC2=C(C3=CC=CC=C3N=C2O1)OC)O	[Compound(442897)]	2-(4-methoxy-2,3-dihydrofuro[2,3-b]quinolin-2-yl)propane-1,2-diol
CC1([C@H]2[C@H]([C@@H]3[C@H]2OC4=NC5=C(C=CC(=C5OC)OC)C(=C34)OC)C6=C(O1)C7=CC=CC=C7NC6=O)C	[Compound(442909)]	(1S,2S,14R,15S)-4,8,9-trimethoxy-16,16-dimethyl-13,17-dioxa-11,25-diazaheptacyclo[13.12.0.02,14.03,12.05,10.018,27.019,24]heptacosa-3,5(10),6,8,11,18(27),19,21,23-nonaen-26-one
CC(C)CC(=O)C1=C(C(=C([C@@](C1=O)(CC=C(C)C)O)O)CC=C(C)C)O	[Compound(442911)]	(6R)-3,5,6-trihydroxy-2-(3-methylbutanoyl)-4,6-bis(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one
C1CCN2C[C@@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3NCCC4	[Compound(442937)]	(1S,2S,9R,10R)-3,15-diazatetracyclo[7.7.1.02,7.010,15]heptadec-7-ene
C1CCN2C[C@H]3C[C@H]([C@@H]2C1)CN4C3=CCCC4=O	[Compound(442950)]	(1R,9S,10S)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadec-2-en-6-one
C1CCN2C[C@@]34C[C@H]([C@H]2C1)C[C@H]5[C@H]3N(CCC5)CN6[C@@H]4CCCC6	[Compound(442953)]	(1R,2R,13S,15R,16R,23R)-7,9,21-triazahexacyclo[11.9.1.11,15.02,7.09,23.016,21]tetracosane
C1CCN2C[C@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3C[C@@H](CC4=O)O	[Compound(442958)]	(1R,2R,4S,9S,10S)-4-hydroxy-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-6-one
C1=CC=C(C=C1)COC(=O)C2=C(C=CC(=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	[Compound(442989)]	benzyl 5-hydroxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoate
CC(C)CC(=O)O[C@@H]1CC2C[C@H](C(C1)N2C)O	[Compound(443012)]	[(3R,6R)-6-hydroxy-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-methylbutanoate
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)C(=O)C4=CC5=C(C=C24)OCO5	[Compound(443014)]	(5aR,8aR,9R)-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-[2]benzofuro[5,6-f][1,3]benzodioxole-5,8-dione
C[C@@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C[C@@H]1C)OCO5)OC)OC)OCO3	[Compound(443027)]	(12S,13R)-3,22-dimethoxy-12,13-dimethyl-5,7,18,20-tetraoxapentacyclo[13.7.0.02,10.04,8.017,21]docosa-1(22),2,4(8),9,15,17(21)-hexaene
C[N+](C)(CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl)[O-]	[Compound(443037)]	3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine oxide
CCNC(=O)[C@H](C)OC(=O)NC1=CC=CC=C1	[Compound(443067)]	[(2S)-1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O)CCC5=C3C=CC(=C5)O	[Compound(443090)]	(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[[(8R,9S,13S,14S,17S)-3-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]oxy]oxane-2-carboxylate
C[C@@H](C1=CC=CC=C1)O	[Compound(443135)]	(1S)-1-phenylethanol
C1CCN[C@H](C1)CC(=O)C[C@H]2CCCCN2	[Compound(443143)]	1,3-bis[(2R)-piperidin-2-yl]propan-2-one
CC1=CC[C@@H]2[C@H](C1)C2(C)C	[Compound(443156)]	(1S,6R)-3,7,7-trimethylbicyclo[4.1.0]hept-3-ene
C[C@H]1CC[C@@H](C(=O)C1)C(C)C	[Compound(443159)]	(2R,5S)-5-methyl-2-propan-2-ylcyclohexan-1-one
CC1=CC[C@H](CC1)C(C)(C)O	[Compound(443162)]	2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol
C[C@H]1CC[C@@H](C[C@H]1O)C(=C)C	[Compound(443184)]	(1R,2S,5S)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-ol
C1=CC=C2C(=C1)C=CC(=C2O)C=O	[Compound(443195)]	1-hydroxynaphthalene-2-carbaldehyde
C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)(O)O	[Compound(443200)]	[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S)-2,4-dihydroxy-3-methyl-3-phosphonooxybutyl] hydrogen phosphate
CC(=O)[C@H]([C@@H](COP(=O)(O)O)O)O	[Compound(443201)]	[(2R,3S)-2,3-dihydroxy-4-oxopentyl] dihydrogen phosphate
C[C@H]1C(=O)[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O	[Compound(443211)]	[(2R,3R,4S,6S)-3,4-dihydroxy-6-methyl-5-oxooxan-2-yl] [hydroxy-[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate
CCCCCCCCCC/C=C\CCCCCC(=O)N	[Compound(44322014)]	(Z)-octadec-7-enamide
[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	[Compound(443247)]	[(2R,3S,5R,6S)-2,3,4,5,6-pentaphosphonooxycyclohexyl] phosphono hydrogen phosphate
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(CO)CO)O)O)O)O	[Compound(443265)]	(2R,3R,4S,5S,6R)-2-(1,3-dihydroxypropan-2-yloxy)-6-(hydroxymethyl)oxane-3,4,5-triol
CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43	[Compound(443289)]	2-[(3R,6R,9S,12R,15S)-6-(1H-indol-3-ylmethyl)-9-(2-methylpropyl)-2,5,8,11,14-pentaoxo-12-propan-2-yl-1,4,7,10,13-pentazabicyclo[13.3.0]octadecan-3-yl]acetic acid
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)[C@H](CCSC)NC=O	[Compound(443295)]	(2S)-2-[[(2S)-2-[[(2S)-2-formamido-4-methylsulfanylbutanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoic acid
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C=C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	[Compound(443323)]	(4R)-4-[(3R,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethyl-2,3,4,5,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid
CC1=CO[C@H]([C@H]2[C@@]1([C@@H](C[C@]2(C)OC(=O)C)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	[Compound(443328)]	[(1S,4aR,5R,7S,7aS)-4a,5-dihydroxy-4,7-dimethyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-7-yl] acetate
C[C@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2C=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	[Compound(443335)]	(1S,4aS,7S,7aR)-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carbaldehyde
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CO)COP(=O)([O-])[O-])O	[Compound(44334596)]	[(2R,3S,5R)-3-hydroxy-5-[5-(hydroxymethyl)-2,4-dioxopyrimidin-1-yl]oxolan-2-yl]methyl phosphate
C1C(OC2=C(C1=O)C=CC(=C2O)O)C3=CC=CC=C3	[Compound(44335549)]	7,8-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one
C[C@H]1C2=CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45	[Compound(443361)]	methyl (1S,16S,20S)-16-methyl-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-2(10),4,6,8,14,18-hexaene-19-carboxylate
C[C@@H]1C2=CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45	[Compound(443362)]	methyl (1S,16R,20S)-16-methyl-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-2(10),4,6,8,14,18-hexaene-19-carboxylate
COCCOC[C@H](CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)O	[Compound(443380)]	4-[[1-[(2S)-2-carboxy-3-(2-methoxyethoxy)propyl]cyclopentanecarbonyl]amino]cyclohexane-1-carboxylic acid
C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O	[Compound(44338426)]	2-(hydroxymethyl)-6-(4-prop-2-enylphenoxy)oxane-3,4,5-triol
C=C[C@@H]1[C@@H]2C[C@@H]3C4=CC(=C(C=C4CCN3C(=O)C2=CO[C@H]1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O	[Compound(443418)]	(1R,15S,16R,17S)-16-ethenyl-4,5-dihydroxy-15-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-14-oxa-10-azatetracyclo[8.8.0.02,7.012,17]octadeca-2,4,6,12-tetraen-11-one
C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CC=CC=C3	[Compound(443440)]	(3S,8aS)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Zn+2]	[Compound(443445)]	zinc;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate
C[C@@]12CCC[C@@]([C@H]1[C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)C(=O)O)(C)C(=O)O	[Compound(443450)]	(1R,2S,3S,4R,8S,9S,12R)-4,8-dimethyl-13-methylidenetetracyclo[10.2.1.01,9.03,8]pentadecane-2,4-dicarboxylic acid
C[C@@]12CCC[C@@]([C@H]1[C@@H]([C@@H]([C@]34[C@H]2CC[C@H](C3)C(=C)C4)O)O)(C)C(=O)O	[Compound(443468)]	(1R,2R,3S,4S,5R,9S,10S,13R)-2,3-dihydroxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid
C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)C=C	[Compound(443469)]	(4aS,4bS,7R,10aS)-7-ethenyl-1,1,4a,7-tetramethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene
CC1=C2CC[C@@]3(CCC=C([C@H]3C[C@@H](C2(C)C)CC1)C)C	[Compound(443484)]	(1S,3S,8S)-4,8,12,15,15-pentamethyltricyclo[9.3.1.03,8]pentadeca-4,11-diene
